age_days,release_frequency,dependency_count,dependency_growth,maintainer_count,maintainer_changes,has_install_script,obfuscation_score,network_call_count,vulnerability_history_count,license_change_indicator,reputation_score,is_suspicious
2075,14.946531721967638,4,2,6,0,0,0.017223825748314495,0,1,0,60,0
140,1.9076804294327387,10,18,1,0,1,0.6103568033656808,7,1,0,15,1
1598,23.826172655619917,4,1,11,0,0,0.03940879986304721,2,2,0,71,0
513,11.363731436612081,8,2,15,0,0,0.011736743445933907,1,0,0,59,0
889,17.45629086328331,3,1,10,0,0,0.01696655331310772,0,2,0,83,0
2111,23.447789540772227,1,1,5,0,0,0.05293431032988093,1,1,0,56,0
993,13.1270991610509,13,0,7,0,0,0.011126015096242987,2,3,0,69,0
2932,17.295263042334337,5,2,5,0,0,0.04164155348659236,2,2,0,99,0
2870,20.01729432537318,2,0,16,0,0,0.03245814562203794,2,3,0,58,0
2394,14.849349813207064,5,2,15,0,0,0.0006794726008604846,1,1,0,97,0
2169,9.815537511770632,14,0,9,1,0,0.03468336907219802,2,1,0,50,0
322,1.153688972149419,11,2,4,0,0,0.01918844236459704,0,3,0,95,0
1169,14.066127783770948,7,0,14,0,0,0.022213493917428814,1,2,0,82,0
1381,15.54851452921404,4,2,8,0,0,0.008900551747679147,2,0,0,83,0
1748,6.8745101477600485,10,0,5,0,0,0.0037633166781100304,0,0,0,73,0
2724,10.135111880871854,13,0,5,0,0,0.010501445504400185,0,0,0,86,0
2115,3.8159796622556437,7,2,8,1,0,0.04640310619177682,1,0,0,65,0
2340,3.0614058005636684,10,1,18,1,0,0.016639833320717518,0,1,0,54,0
2991,22.381189226140737,1,0,16,0,0,0.029101973451235483,0,0,0,90,0
1195,9.161351285908479,7,1,14,0,0,0.046956951621320596,2,0,0,57,0
908,14.926101391931306,11,2,17,0,0,0.013263150397410972,2,0,0,99,0
1423,7.433181384844022,3,1,11,0,0,0.00017707827531066847,1,3,0,65,0
2806,1.053303601810719,3,1,5,0,0,0.13158957409703323,1,0,0,87,0
2379,8.90189091984119,2,0,6,0,0,0.038260292665411484,0,2,0,75,0
2319,7.800977502956897,6,0,16,0,0,0.011918791947588204,2,1,0,76,0
93,4.3523792339990335,36,7,1,1,1,0.942642942342669,3,1,0,12,1
341,9.204837219920039,0,2,5,0,0,0.06119947982846386,1,3,0,95,0
2129,6.7390604372797185,1,0,12,1,0,0.0027956690572094496,2,2,0,91,0
1615,18.53710634293772,12,2,11,0,0,0.011492287019429556,0,2,0,60,0
2899,10.0119511555205,13,2,3,0,0,0.011880208260508401,0,3,0,81,0
1031,18.99715326497057,12,2,14,0,0,0.022798597291800806,0,2,0,56,0
2236,17.691695938374377,5,1,11,0,0,0.0015238191600908874,1,0,0,99,0
131,0.8783047073718767,20,19,1,1,1,0.9602867650059808,5,1,1,17,1
2178,13.900112657340205,0,1,15,0,0,0.028238955193719537,2,2,0,52,0
1787,5.921011889829448,9,1,15,1,0,0.04094208785323668,1,2,0,77,0
2919,2.060841979721878,14,1,18,0,0,0.0064005744572403645,0,1,0,94,0
920,7.11457614304921,2,2,15,0,1,0.00669660878977766,0,1,0,94,0
2426,1.455300141986851,8,0,10,1,0,0.03824284850675716,0,2,0,59,0
889,16.15961658279911,7,2,5,0,0,0.04928606375204254,1,2,0,72,0
345,21.63003239974129,11,1,9,0,0,0.011601520801793077,1,0,0,90,0
1302,15.629627565785977,4,2,15,0,0,0.007130234575346918,1,2,0,57,0
1345,9.148158591344071,3,1,12,0,0,0.0013876034803819647,0,3,0,97,0
1074,6.424724780304803,12,2,12,1,0,0.0028156840386685082,0,0,0,84,0
2576,8.505783911435707,10,0,11,0,0,9.310604418084901e-05,0,0,0,79,0
2314,9.18733374723307,3,0,5,0,0,0.0022076300535840425,2,3,0,71,0
972,21.224843464060147,3,1,16,0,0,0.07294752201968527,1,1,1,92,0
1407,21.296567130490295,11,1,11,0,0,0.01879234702409491,2,1,0,64,0
2261,8.814881845923356,6,2,17,2,0,0.006162617973335115,2,1,0,59,0
775,23.19798406892092,2,1,5,0,0,0.016606156582386344,1,3,0,60,0
1799,6.025726190144997,14,1,8,0,0,0.0042837233412903785,1,3,0,67,0
1888,21.865595895894312,5,1,12,0,0,0.0024273429497003907,2,3,0,67,0
2343,5.003878532162873,1,2,10,0,1,0.0014159982394012591,0,1,0,90,0
2236,7.092595286444869,8,1,16,0,0,0.009319242189192197,0,3,0,95,0
2083,12.233064991493611,4,2,5,0,0,0.015229829312273535,1,0,0,99,0
1816,7.3899076739798915,9,1,8,1,0,0.012487461829386457,0,1,0,55,0
2778,8.18225107912231,13,1,3,0,0,0.017793546788754586,0,2,0,98,0
2466,10.662730740497674,11,1,13,0,0,0.04235874705398327,1,3,0,84,0
2373,4.334196664735792,11,0,17,0,0,0.003960089703886836,1,0,0,59,0
2154,1.980563813601753,2,0,16,0,0,0.023718858087346917,1,2,0,99,0
306,8.203744004614002,14,0,17,2,0,0.003976096383121698,2,0,0,87,0
47,1.475684558657072,40,14,1,0,1,0.5838450369601005,5,1,1,25,1
1100,14.668687262920818,8,0,7,0,0,0.005199842344321849,1,2,0,79,0
1849,23.799054214873564,4,2,8,0,0,0.01024662588702267,0,3,0,73,0
1703,1.7743910989190725,14,1,8,0,0,0.020214245664767937,1,2,0,83,0
1545,9.916492679259067,4,0,13,0,0,0.032418959633673035,1,3,0,91,0
617,3.9038370042301094,13,2,4,0,0,0.009873668467541237,1,3,0,53,0
1467,12.454929040307986,12,2,17,0,0,0.008173704057885915,1,1,0,80,0
711,7.186055754008835,6,1,19,0,0,0.004260812986129986,1,0,0,50,0
2497,11.266478869789468,12,0,11,0,0,0.008028454437225191,1,1,0,64,0
938,21.609727571275187,10,2,14,0,0,0.008066536464317755,0,2,0,60,0
632,21.8270702235825,0,0,2,0,0,0.023667587596439287,1,1,0,92,0
1570,10.123174855901926,5,0,18,0,0,0.019366360495709424,2,2,0,91,0
1769,19.933002358700186,0,0,4,0,0,0.011753910862044439,0,0,0,86,0
864,5.952920771798711,11,0,8,0,0,0.015317529752981738,1,3,0,86,0
1215,21.79000659598862,5,1,13,1,0,0.04184733885807622,1,2,0,88,0
481,13.413850231478685,10,2,18,0,1,0.008575784583628445,0,2,0,79,0
668,10.14589433061683,4,0,11,0,0,0.034065592284737475,0,0,0,62,0
1504,3.3951592321666113,10,1,13,0,0,0.0036554359148416593,1,1,0,74,0
362,22.559704077779376,6,1,16,0,0,0.015184531770265484,2,2,0,81,0
115,4.47193121374947,15,9,1,0,1,0.769652871477897,8,1,1,3,1
1942,15.591755341591425,3,1,15,0,0,0.022667825131417577,2,3,0,61,0
2302,5.074931281252907,9,1,11,1,0,0.02083478677524318,1,0,0,82,0
795,8.384865233002152,6,1,7,0,0,0.004853714811578512,0,0,0,86,0
1420,19.313533697945648,6,1,14,0,0,0.00011336276859956467,1,0,0,53,0
2111,4.43246889285405,13,1,14,0,0,0.0019279294177943695,0,0,0,94,0
1005,12.860166334698429,14,1,6,0,0,0.07318060845984689,2,2,0,74,0
973,22.393932205083765,12,1,11,0,0,0.04809641257600343,0,1,0,56,0
1860,21.10803682403547,4,0,10,2,0,0.00850407794396084,0,1,1,69,0
24,2.49371683597919,29,3,1,0,1,0.8297336950069703,8,0,0,17,1
53,4.602780241241437,46,15,1,0,1,0.8691121236941464,7,0,0,0,1
242,17.350348483693338,14,2,4,0,0,0.0028021390452150565,1,0,0,61,0
1499,6.937984846396892,1,1,9,0,0,0.0038299589112245286,2,1,0,67,0
2840,19.218153576492494,13,2,15,0,0,0.014124697076473404,0,0,0,81,0
1134,9.885432980758717,5,1,2,0,0,0.011867565855901832,2,1,0,90,0
1076,4.06233509609623,5,0,17,0,0,0.017771539777511173,1,0,0,59,0
1816,13.241984906797924,7,0,14,0,0,0.015479309692764894,2,0,0,84,0
325,22.359186601342305,14,0,6,0,1,0.0013451580712305015,1,1,0,95,0
1564,9.542706043080052,13,1,18,0,0,0.0342033500254546,0,0,0,62,0
759,10.263581164631793,8,2,7,0,0,0.01430805061909372,1,3,0,83,0
1371,3.8684233089619813,13,2,2,0,0,0.023790895528730104,2,0,0,66,0
2035,16.51598061707297,8,2,18,0,0,0.019450977345336774,2,2,0,90,0
555,22.82863751524141,5,2,2,0,0,0.045213355522783764,0,3,0,69,0
584,23.551886906025437,1,1,7,0,0,0.02531740459889659,0,2,0,90,0
2231,22.08620888615371,0,0,9,0,0,0.016979506293911883,0,1,0,71,0
2712,21.191496657950534,14,0,5,0,0,0.020924966775224964,1,2,0,66,0
1292,21.185881451967973,9,1,13,0,0,0.011466478127366824,1,1,0,77,0
1310,10.623195139356012,10,2,2,0,0,0.008942402672912627,1,2,0,54,0
261,16.680218814073708,13,1,16,2,0,0.0012119077964474125,2,1,0,91,0
49,2.117088904327994,30,3,1,3,1,0.99857010162433,4,0,1,2,1
2608,1.7097317990856662,6,0,7,0,0,0.016702787440454267,0,2,0,70,0
2480,19.830905093708214,11,1,6,1,0,0.08583179130710399,2,2,0,62,0
2234,12.792707068020848,1,1,6,0,0,0.01281468271431626,0,2,0,98,0
2267,10.221660536880075,14,1,7,1,0,0.001668340229704203,1,2,0,68,0
2917,16.349059155067852,1,1,5,0,0,0.005033974035224407,2,1,0,79,0
583,9.439989821710416,11,2,7,0,0,0.009055940522505624,1,3,0,83,0
1151,5.410996478612793,9,1,14,1,0,0.01274925899575077,1,2,0,89,0
1257,13.884191942622973,11,2,12,0,0,0.029979415847603434,2,1,0,71,0
2892,12.549533029125698,4,2,16,0,0,0.007551453944297487,2,3,0,97,0
1650,22.68511625250502,4,0,12,0,0,0.018768596312811147,0,1,0,77,0
1828,2.608426931316985,12,2,13,1,0,0.02993574843612747,1,2,0,90,0
1811,5.534544911176178,14,0,17,0,0,0.022750814548969527,2,2,0,60,0
903,11.876634054650811,8,1,6,0,0,0.036597540789478175,1,1,0,99,0
2700,6.908328495851441,10,1,8,0,1,0.002470054677531291,2,2,1,73,0
1595,15.710927907086683,9,0,18,1,0,0.028847300182179163,1,1,0,66,0
2924,18.966919747099144,5,2,4,2,0,0.00011474717506828118,2,1,0,81,0
1990,2.214491090776146,8,1,3,0,0,0.001863710558654644,2,0,0,99,0
1324,3.005127760132117,14,2,17,0,0,0.06750564015769352,2,2,0,77,0
767,21.601714696301975,13,0,18,2,0,0.020678759663347993,0,3,0,62,0
528,5.402836651489478,12,2,5,0,0,0.06480994626603524,2,1,0,79,0
1136,6.996405898158081,0,1,19,0,0,0.02952844807192781,1,2,0,55,0
435,2.9877660475385692,0,1,19,0,1,0.0222193675364419,0,3,0,81,0
836,8.440509082963896,0,0,2,0,0,0.009385234968580814,0,3,0,50,0
1625,7.236391039504251,2,0,2,0,0,0.0050913954049360164,1,3,0,53,0
2091,20.647103845839965,8,0,14,1,0,0.031425734963573045,2,2,0,75,0
106,0.7861258784024394,35,9,1,1,1,0.41681131076368627,8,0,0,13,1
1265,22.91946048711468,3,1,2,0,0,0.03693482296164792,1,1,0,91,0
1967,16.544348637009648,10,2,15,1,0,0.0007655893758513116,0,3,0,82,0
1873,5.362981508017575,1,0,17,0,0,0.002112363825428632,2,1,0,76,0
1362,14.941370993470034,1,1,3,1,0,0.006791798780972553,0,2,0,57,0
2891,23.987723708959507,6,0,9,0,1,0.005475286558117698,0,2,0,99,0
2904,10.858502580320943,7,1,10,0,0,0.025732801820564692,0,2,0,61,0
2254,14.9951874911752,10,2,19,0,0,0.00011641352317007402,2,3,0,98,0
2801,4.790967532975527,6,0,9,0,0,0.0037215955505589767,0,0,0,81,0
1013,7.839166109447294,5,0,17,0,0,0.01770626861640635,1,1,0,87,0
1754,13.23649861663779,0,2,13,0,0,0.013959115580954978,1,2,0,86,0
1330,7.118443394123757,0,1,14,0,0,0.03868757153634531,0,0,0,73,0
132,1.3332290789155206,12,17,1,1,0,0.439023579610422,5,0,0,7,1
1476,16.761854370665088,9,2,18,1,1,0.023990121240532736,0,3,0,80,0
614,10.13977198116228,1,2,2,0,0,0.02204841475961412,2,0,0,64,0
1538,12.964382034785753,13,2,4,0,0,0.03179008269362341,1,3,0,85,0
2693,17.67169948424539,5,2,18,0,0,0.021384334448766893,2,3,0,74,0
2883,4.077485934428241,1,1,19,0,0,0.006594631764350111,0,2,0,85,0
2533,4.65757508602601,5,1,10,2,0,0.02889716328425004,0,2,0,94,0
1442,5.397386133690147,4,0,9,1,0,0.022301240963497736,2,1,0,73,0
2816,1.04642590820938,0,2,17,0,0,0.028767436769938357,2,2,0,58,0
897,4.699508001028162,9,2,13,1,0,0.005851733852479251,2,1,0,87,0
1613,23.327622748920007,4,1,16,0,0,0.012050212774527374,0,1,0,67,0
310,21.687469888560337,11,1,3,0,0,0.01657798525899473,1,3,0,77,0
1097,3.988651562162648,12,1,18,0,1,0.0032291117520167455,2,3,0,74,0
108,0.261277466439751,39,9,1,2,1,0.8354618041687334,3,1,0,13,1
2094,20.214380109368896,6,1,15,1,0,0.008131631144647777,0,3,0,91,0
843,16.05794087292101,6,0,6,0,0,0.037635591454859306,0,0,0,54,0
133,3.0789902006692214,23,6,1,2,1,0.8443126221752717,4,1,0,1,1
608,17.69147865405883,3,0,17,0,0,0.001480833632329486,2,1,0,84,0
2860,6.65960215235396,9,2,8,1,0,0.0640992590563015,0,0,0,79,0
2099,10.72184960811236,14,1,16,0,0,0.02776784966853876,2,3,0,98,0
1389,16.821334527238047,4,0,7,0,0,0.0032359025776513037,1,1,0,53,0
2453,6.039702027808584,6,0,5,0,0,0.005251735124077915,2,1,0,51,0
142,0.8544088711116884,24,15,1,1,0,0.7997409424034725,3,1,0,26,1
2156,8.10319175216884,3,2,4,2,0,0.012812427673495323,2,3,0,84,0
1826,21.782980419976287,11,0,19,0,0,0.05794869593815906,1,2,0,60,0
1623,15.72386914804782,2,1,19,0,0,0.013326564857349161,2,1,0,71,0
1896,21.228421126746905,10,0,19,0,0,0.004731679341212189,2,3,0,66,0
1102,2.549844760067018,4,1,9,1,0,0.14631816485626561,1,1,0,75,0
1889,5.900955199750588,3,0,5,0,0,0.008671949683570778,0,0,0,69,0
199,1.406819621104916,0,2,10,0,0,0.017111133766990645,2,0,0,71,0
699,23.5838310557604,2,0,18,0,0,0.002421901988153731,0,2,0,72,0
2228,11.583732083234112,2,2,6,0,0,0.001900770281381494,2,1,0,87,0
2381,18.443775410989556,13,1,5,2,0,0.013390963071192486,0,3,0,82,0
2773,17.850610398119155,6,0,3,0,0,0.0037509643464010045,0,2,0,59,0
2966,13.512381321203286,11,2,8,0,0,0.008828748324083143,2,0,0,70,0
786,16.50898754740811,13,0,7,1,0,0.002039577965010788,2,3,0,82,0
1515,2.57562435242053,13,1,5,0,0,0.0022893785928393305,0,2,0,95,0
700,13.104404587778662,0,2,15,0,0,0.0015800045757769173,2,0,0,84,0
2080,10.038407182941699,4,1,7,0,0,0.003041119493249176,2,3,0,54,0
108,0.19177843109605738,25,15,1,1,0,0.5631305471577315,5,1,0,18,1
1695,14.525342696071823,0,1,15,0,0,0.0057940299270311715,2,2,0,60,0
697,6.230418404811715,6,1,4,0,0,0.05751766592131428,2,1,0,81,0
1706,23.747652242054,14,0,8,0,0,0.026113719687902954,2,3,0,96,0
51,2.504955522318244,28,14,1,0,1,0.5987790042764038,9,1,0,6,1
2165,1.2320839538475687,7,0,12,0,0,0.038088516450506975,1,2,0,56,0
2577,20.27750022169426,12,1,6,0,0,0.008599824047243779,0,0,0,99,0
2749,9.914690324103699,11,0,3,0,0,0.039846643524751126,2,3,0,54,0
110,0.4972670891217641,16,17,1,3,1,0.5674121064511872,9,1,1,3,1
1034,13.017063931870721,13,2,18,0,0,0.017780499312595083,0,2,0,98,0
2696,17.1007882737584,6,1,17,0,0,0.0031208155526192744,2,0,0,58,0
2274,4.809451981650103,3,2,19,0,0,0.02315798000830508,2,3,0,64,0
464,20.60882898373573,9,1,10,0,0,0.014471295227637387,2,1,0,96,0
2599,16.249168961260846,14,1,11,0,0,0.08039226186246863,1,1,0,50,0
780,16.30171834549527,11,1,3,0,0,0.008200571454344356,1,0,0,97,0
1060,23.495421813391157,7,0,3,0,0,0.004632252400501594,2,1,0,66,0
1287,23.914032590072168,8,0,16,1,0,0.029551513665387632,2,3,0,62,0
88,1.4289854498821792,16,17,1,2,1,0.9878850395429098,8,0,0,10,1
144,4.611615884895976,28,13,1,3,1,0.8042409564943909,4,1,0,22,1
414,20.151650794981993,11,1,9,0,0,0.010747201692980329,0,3,0,55,0
780,3.191014682956405,1,1,8,1,0,0.024967653466478446,1,3,0,58,0
283,14.634675808028721,1,1,17,0,0,0.004342598763715934,1,1,0,97,0
2034,3.028639187167026,7,1,10,0,0,0.005852467344532065,1,2,0,68,0
598,22.61585521431736,7,0,3,1,0,0.03798227095715958,1,1,0,74,0
1735,10.23003855705338,14,0,14,0,0,0.012482365885105784,2,0,0,56,0
2628,4.958543864923887,11,2,3,1,0,0.02427041976302074,2,1,0,76,0
46,2.771534286205261,7,16,1,2,1,0.8509277844628638,4,0,0,29,1
2362,6.394909746701059,4,1,10,0,0,0.007042284484187811,2,2,0,83,0
464,19.480916494003488,5,0,13,1,0,0.0010621278475495101,0,0,0,84,0
2726,12.977667262186893,12,2,18,0,0,0.013286233814567705,1,1,0,69,0
121,2.2956464527000073,18,10,1,1,0,0.7504257713366141,7,1,0,10,1
802,15.607049435923532,10,2,17,0,0,0.058490160240542266,1,2,0,93,0
1509,5.294635802779954,14,2,7,0,0,0.010264688761288323,2,0,0,70,0
369,7.887200741313393,0,1,3,0,0,0.02534829895973853,2,1,0,87,0
1116,6.678870813354468,2,2,3,0,0,0.011726997229698905,1,0,0,84,0
46,2.173873263301914,17,19,1,0,1,0.5592979383031215,9,1,1,19,1
2573,15.988362130247797,7,2,14,0,0,0.002988010224559411,0,2,0,64,0
2777,10.289650875912846,14,0,6,0,0,0.02255466855946253,2,1,0,81,0
995,20.876972086505884,4,0,13,0,0,0.0018932161404291328,1,0,0,57,0
634,14.151610762964536,12,1,13,0,0,0.005595956725517577,2,0,0,77,0
1581,14.650172548446498,7,0,13,0,0,0.01953312177273213,1,3,0,58,0
1432,2.200568468034348,11,1,10,0,0,0.01005305973152555,0,0,0,53,0
951,22.14591030517147,12,1,15,0,0,0.07766921017853191,0,1,0,94,0
1867,6.240375603491529,5,1,6,0,0,0.001197840863674089,2,2,0,89,0
2777,20.484208262957058,6,2,4,0,0,0.0026958482272031814,0,0,0,50,0
294,9.939014368486482,12,0,15,0,0,0.058585353287338625,2,0,0,72,0
1084,20.371307165910803,13,1,12,0,0,0.002254848854456923,1,3,0,64,0
6,2.8541828740716793,42,13,1,3,0,0.795435910297571,6,1,0,3,1
80,0.1917510975925143,21,13,1,1,1,0.8498605350005481,5,1,1,4,1
1724,18.971023334131342,12,2,4,0,0,0.0027608264943972055,1,2,0,67,0
3,2.5210920372163534,5,11,1,2,1,0.4760211070207989,9,0,1,27,1
2048,13.018413484837225,5,1,15,0,0,0.0346353099179756,1,0,0,78,0
405,12.657283931871099,9,0,2,2,0,0.007160880916299075,1,3,0,79,0
2399,7.5528844952120995,7,0,13,0,0,0.02239947544751286,0,2,0,56,0
1056,9.902811487719509,0,2,7,0,0,0.0013621973256304173,0,1,0,67,0
2269,22.408567838279264,2,2,11,0,0,0.041119146910180884,0,2,0,64,0
263,13.436895044061396,1,2,2,0,0,0.10856265180545185,2,0,0,63,0
1979,20.887782416771426,12,1,16,0,0,0.004814284886024286,0,2,0,56,0
1974,7.947391542200286,0,1,12,1,0,0.001415926465612253,1,3,0,88,0
48,4.746982282005254,41,10,1,1,1,0.6811696122999957,7,1,0,15,1
2936,19.209099734427088,1,2,17,0,0,0.016171724316752022,1,3,0,74,0
71,2.4724048122208093,44,19,1,1,0,0.8887472356016013,8,1,0,5,1
794,13.580154781541927,6,2,2,1,0,0.007544595678933557,1,2,0,99,0
1446,21.95687055914182,1,1,5,0,0,0.0220439876263645,1,3,0,87,0
1363,15.494801211570316,6,2,7,0,0,0.00856263989975843,0,3,0,54,0
879,17.715232155868524,14,1,12,0,0,0.001468941995253284,0,2,0,68,0
24,0.9529142732958112,23,11,1,2,1,0.7782607174004406,9,1,0,20,1
1126,8.838761095166472,12,2,4,0,0,0.00022048393807669382,2,0,0,96,0
292,10.36035392158807,1,1,12,1,0,0.017402759170234088,0,3,0,99,0
905,4.844036263838088,0,0,18,0,0,0.004404729042353031,2,1,0,68,0
1856,12.547154910234283,8,1,11,0,0,0.017086445350874606,0,0,0,59,0
2796,8.151365390173746,13,1,14,0,0,0.047475786401469516,0,0,0,73,0
1459,1.5066191881477908,11,0,6,1,0,0.0028296544336778623,0,2,0,89,0
1741,18.53310773650459,14,2,8,0,0,0.006863377137348607,1,1,0,96,0
395,21.954580163649823,12,0,7,0,0,0.004311639749670046,2,0,0,85,0
1680,21.57240880695734,5,1,10,1,0,0.028588890902083195,0,0,0,78,0
578,12.070667660320293,14,0,15,0,0,0.012997053441539608,1,0,0,97,0
340,3.0416500644786746,2,2,8,0,0,0.018637914042092155,2,2,0,56,0
2419,9.319335861770355,10,0,10,0,0,0.007802967743897413,2,3,0,55,0
309,2.029904361607369,9,0,17,0,0,0.004872867238694553,1,2,0,95,0
1385,14.785486210247479,9,1,14,0,0,0.03354417138447254,0,1,0,79,0
1638,16.55780633378302,14,0,17,0,0,0.02329401758837676,1,2,0,71,0
1513,1.2996800584129262,2,1,17,0,0,8.271389766798306e-05,1,3,0,92,0
1066,21.851160845459745,2,2,16,0,0,0.07769862946346745,1,0,0,85,0
2641,3.8831989432248695,12,2,8,0,0,0.021017342577680592,0,1,0,72,0
2516,20.820077383120793,6,0,3,2,0,0.03671872669444809,2,1,0,53,0
575,20.858217637711043,7,1,14,1,0,0.008155063003593387,0,3,0,96,0
2872,18.470395432636533,12,2,6,0,0,0.0018854944564408406,2,1,0,92,0
1810,7.561677782218278,12,0,7,0,0,0.05095115871344951,0,3,0,97,0
872,10.90242481866537,14,2,9,0,0,0.012840845846091556,0,3,0,95,0
344,19.611212936197713,12,2,8,0,0,0.00042781956639493233,2,1,0,83,0
721,13.829864414371633,4,2,8,0,0,0.0023438569362307315,0,3,0,92,0
1863,12.966821269129044,5,2,4,0,0,0.007139988832830818,1,2,0,58,0
72,0.6658018983716508,48,18,1,0,1,0.5533862029353775,8,1,1,8,1
2590,13.574111972805671,10,0,5,0,0,0.007400092928260785,1,1,0,84,0
1951,16.869993958105695,5,1,18,0,0,0.00707291449099546,2,2,0,69,0
754,15.86835207286596,0,2,7,0,0,0.004034076884925811,1,2,0,98,0
464,11.90973052784292,10,0,13,0,0,0.016286687045144483,2,3,0,93,0
1704,10.563342515811353,3,0,13,0,0,0.040929487560136056,1,2,0,59,0
1676,11.50774883224848,14,2,3,0,0,0.005201005693507315,2,0,0,65,0
10,4.529483242195228,7,4,1,1,1,0.5711174489830898,9,1,0,16,1
425,3.80052395588132,4,1,7,0,0,0.0027525614123234694,0,3,0,91,0
1805,17.30731565860173,5,2,2,0,0,0.003287776165634997,2,0,0,65,0
2023,20.99297136697421,6,1,14,0,0,0.011706527463671266,1,2,1,72,0
1570,18.05937741479739,8,2,12,0,0,0.022198451064574434,1,0,0,55,0
60,4.2992206479857416,37,17,1,1,1,0.46800045126862355,5,0,0,5,1
56,0.3664961334077045,29,17,1,1,1,0.7048442381909266,9,0,0,28,1
1913,10.764130779516323,12,1,4,0,0,0.004005832186124324,2,3,0,86,0
2847,7.696317699059117,7,0,8,2,0,0.04401948225039333,0,1,0,81,0
1234,2.0442754737799285,11,0,2,0,0,0.001247019335291993,0,2,0,59,0
1765,16.395979233565313,11,0,5,0,0,0.011322231874056074,1,3,0,81,0
2400,23.53187444577932,11,2,3,0,0,0.024091964052297455,2,0,0,97,0
41,1.7903142153202378,38,8,1,1,1,0.7849419913995355,4,1,1,28,1
81,2.6413668181661794,25,16,1,0,0,0.8216466232718329,5,0,1,5,1
138,3.063077990048221,24,16,1,1,1,0.6788441857073484,3,1,0,4,1
2070,18.86464350084893,6,0,2,1,1,0.03818881939134245,1,3,0,78,0
597,13.652114630537588,12,0,15,0,0,0.009909462976956067,2,1,0,61,0
2817,14.602355466717226,9,2,6,0,0,0.05288650960000191,2,1,0,85,0
1382,19.785409392749145,2,2,14,0,0,0.010695555816485193,2,2,0,52,0
749,18.58854025395442,3,0,2,0,0,0.019167236714825144,1,1,0,96,0
326,14.271935282623948,1,1,3,0,0,0.005404651672732942,2,3,0,53,0
1939,12.314415302431769,8,2,6,0,0,0.007753583074518683,2,0,0,60,0
204,17.895292231792503,0,2,2,1,0,0.022708424190477552,1,2,0,51,0
2562,4.440833339119909,14,0,13,0,0,0.016622538955137735,0,0,0,99,0
2953,3.6015258387611797,12,2,12,1,0,0.01614137732924052,0,1,0,98,0
2948,13.757119004807198,8,0,18,0,0,0.004617118312747316,0,1,0,64,0
92,2.894173267984424,40,19,1,0,1,0.6784850788380605,8,0,0,18,1
1188,18.208413837516943,5,0,6,2,0,0.0008793295892866704,1,3,0,65,0
2988,23.825554211257813,2,2,6,0,0,0.01224700271350021,0,2,0,74,0
971,6.16812707037164,14,0,16,0,0,0.0611831429126904,2,0,0,70,0
647,1.750850583550378,0,0,15,0,0,0.011082708451144917,2,3,0,72,0
1000,15.67117313126358,5,1,13,1,0,0.01719635774413535,1,3,0,98,0
1295,15.248448282374516,4,2,9,0,0,0.03866385222768499,0,3,0,66,0
1872,21.93309664598909,2,1,15,0,0,0.015794245054361517,0,1,0,77,0
1943,5.724232394994675,7,2,11,0,0,0.022379866305987633,2,1,0,86,0
2415,3.37610601385236,2,2,13,0,0,0.003470004484537055,0,1,0,92,0
1139,10.468075590504156,14,0,5,1,0,0.022184496099472754,1,0,0,62,0
1240,9.993983550338012,10,2,19,1,0,0.0038080380629716953,1,2,0,82,0
646,23.097952684200468,13,1,12,0,0,0.03834829868941374,0,3,0,91,0
2028,3.1654939328910516,12,1,3,0,0,0.003052510059735542,0,2,0,93,0
2649,2.095748921039652,6,1,3,0,0,0.003836431996962597,1,2,0,59,0
185,13.080514422963684,3,2,18,0,0,0.004446630845273381,2,2,0,59,0
412,19.998898188331154,7,1,5,0,0,0.03920576837224204,2,1,0,87,0
1137,21.455991070963417,11,0,8,0,0,0.002249681123408128,0,0,0,85,0
1620,21.603735739553287,10,0,19,0,0,0.039144656472422115,0,3,0,96,0
1776,14.87047904192188,3,2,17,0,0,0.035003645617823306,1,2,0,69,0
1783,23.118311926960704,1,0,11,2,0,0.016318266384954202,2,1,0,99,0
499,6.493703189244336,6,0,7,0,0,0.002079874589354245,2,1,0,90,0
143,2.5802334197104924,37,7,1,1,1,0.4054020099540562,3,0,0,2,1
570,9.799347442124615,3,1,18,0,0,0.05039757300698028,1,3,0,78,0
1904,23.300977717506193,1,1,4,0,0,0.005462085935519856,1,2,0,87,0
564,13.537427149996093,1,2,4,0,0,0.037072572551900655,2,3,0,77,0
1289,11.534510868369951,1,1,4,0,0,0.005315683860184014,1,1,0,96,0
2948,1.2640551742356902,6,0,10,1,0,0.039444778512880634,0,3,0,57,0
2686,3.734110997072656,12,1,17,1,0,0.03781889845155396,0,3,0,95,0
1399,7.187451876361141,2,0,11,2,0,0.053346428004731904,2,2,0,85,0
1952,19.93269910630376,9,1,12,0,0,0.029716049287937897,1,2,0,89,0
2641,17.689425606311566,11,2,7,0,0,0.08672380968060589,2,1,0,80,0
1862,10.880706702249487,4,1,10,0,0,0.001594284534395306,1,3,0,86,0
2326,14.215509793308632,9,1,7,0,0,0.03422207770421351,1,3,0,57,0
333,7.425457420498477,3,1,5,0,0,0.010706493439321006,2,1,0,55,0
1533,14.756590475487414,11,2,6,0,0,0.006554599062284806,2,0,0,83,0
2108,12.220577535425349,7,2,11,0,0,0.03345176540193119,2,3,0,79,0
